Date,SMA7,SMA21,EMA7,EMA21,MACD,MACD_signal,RSI,ADX,BB_upper,BB_middle,BB_lower,Stochastic_Oscillator,Williams_R,Price_ROC,OBV,Label
2013-11-20,18.61259647217118,18.6225565000536,18.605785370407517,18.475213119044803,0.1924326187248866,0.2480948874617783,61.58942580682117,51.39959215709051,18.633562649780465,18.742832238463617,18.524293061097314,31.587529175595318,-68.41247082440468,-0.7838761909551554,14456278459.37489,1
2013-11-21,18.61264405879654,18.630376303882734,18.59600137428768,18.48352550694329,0.17649151452530987,0.23377421287448463,62.5946468960453,49.732397744210026,18.632858154620493,18.743651986790894,18.522064322450092,35.91781691242528,-64.08218308757472,-0.7948179672225257,14695779510.796825,1
2013-11-22,18.611406911757815,18.62967158314551,18.588486069127214,18.49101774755261,0.1619341691780427,0.21940620413519626,62.530539716953875,48.1842886465353,18.62906498969797,18.74350851702909,18.51462146236685,35.76029688831798,-64.23970311168202,-0.6215995178726509,14461011094.801472,1
2013-11-25,18.603775570477957,18.628045613267773,18.59327907301138,18.501621414562727,0.15201136411050697,0.20592723613025843,64.81333284124338,47.01432213958933,18.62312048477771,18.7286999757391,18.517540993816322,48.59310640903242,-51.40689359096758,0.21136267437832512,14694142465.99822,1
2013-11-26,18.6113060277787,18.62870333933034,18.630049412354257,18.52332496145547,0.15309070550685533,0.19535993000557783,70.88891655121259,46.845710258578215,18.6279164789318,18.74501965834151,18.510813299522095,77.29994106921335,-22.70005893078666,0.8885115191981235,14977749265.835945,1
2013-11-27,18.658409018377846,18.644102538031728,18.71449298927325,18.56373393950772,0.17033693961538532,0.19035533192753934,77.92496321902397,47.61055188260941,18.642555804127383,18.831021262487152,18.454090345767614,89.02678754642129,-10.973212453578709,2.175461100014576,15285308545.722351,1
2013-11-29,18.747279124230978,18.670785041305525,18.844712188172018,18.624791743631413,0.20325049071752588,0.19293436368553665,83.09922956268653,49.0949079557828,18.670680147560187,18.990769276753223,18.35059101836715,91.9421033505157,-8.057896649484304,3.603587783617616,15596038321.642836,1
2013-12-02,18.86494234348722,18.70401894267119,18.97623285235182,18.692610207382305,0.23752435473706868,0.20185236189584307,85.01400590859035,50.93588067360872,18.707081484304094,19.148707030300205,18.265455938307984,83.20961983999328,-16.79038016000672,4.286469986614335,15955312604.787174,1
2013-12-03,19.016459646980532,18.750900009355394,19.138992266859212,18.777579325836765,0.282129864196186,0.21790786235591167,87.82685355396396,52.91083663969056,18.753760625972706,19.35010871537732,18.157412536568092,89.86059493895061,-10.139405061049395,5.177584403281119,16342095002.988213,1
2013-12-04,19.191705463257115,18.803232066049333,19.302409417039886,18.869859465995415,0.32705557828760234,0.23973740554224982,89.23063486959376,54.92725044527528,18.807623530862777,19.555684137378414,18.05956292434714,90.65997369878517,-9.340026301214824,5.913069873092345,16726185561.72894,1
